sfx,iter,factor,sample_size,n_types,entropy
-itaet,41,0.5,5419,152,5.463486141351027
-itaet,41,0.25,2710,134,5.350777037834231
-itaet,41,0.125,1355,115,5.368315103476982
-itaet,41,0.0625,678,101,5.375310727910676
-itaet,42,1.0,10837,168,5.5039516873689776
-itaet,42,0.5,5419,157,5.522897601904355
-itaet,42,0.25,2710,138,5.495359473017167
-itaet,42,0.125,1355,121,5.468853298764755
-itaet,42,0.0625,678,103,5.526022760476119
-itaet,43,1.0,10837,168,5.5039516873689776
-itaet,43,0.5,5419,155,5.502273932271119
-itaet,43,0.25,2710,140,5.493607001492213
-itaet,43,0.125,1355,117,5.39495162205973
-itaet,43,0.0625,678,95,5.338651478964887
-itaet,44,1.0,10837,168,5.5039516873689776
-itaet,44,0.5,5419,155,5.4949879552670255
-itaet,44,0.25,2710,133,5.498691472896278
-itaet,44,0.125,1355,115,5.419908221080668
-itaet,44,0.0625,678,101,5.455493769085577
-itaet,45,1.0,10837,168,5.5039516873689776
-itaet,45,0.5,5419,160,5.494051411303922
-itaet,45,0.25,2710,136,5.526352504107157
-itaet,45,0.125,1355,120,5.534786594103022
-itaet,45,0.0625,678,101,5.460756109418993
-itaet,46,1.0,10837,168,5.5039516873689776
-itaet,46,0.5,5419,153,5.50202756758695
-itaet,46,0.25,2710,141,5.539352553737812
-itaet,46,0.125,1355,118,5.428283269183448
-itaet,46,0.0625,678,102,5.4063656127028805
-itaet,47,1.0,10837,168,5.5039516873689776
-itaet,47,0.5,5419,157,5.470044825368763
-itaet,47,0.25,2710,137,5.477869689534629
-itaet,47,0.125,1355,114,5.359761596989373
-itaet,47,0.0625,678,96,5.273489748378689
-itaet,48,1.0,10837,168,5.5039516873689776
-itaet,48,0.5,5419,156,5.500498206637677
-itaet,48,0.25,2710,143,5.413556294051396
-itaet,48,0.125,1355,119,5.4437731991930445
-itaet,48,0.0625,678,101,5.349973646473377
-itaet,49,1.0,10837,168,5.5039516873689776
-itaet,49,0.5,5419,151,5.53468881778201
-itaet,49,0.25,2710,140,5.446172259203953
-itaet,49,0.125,1355,113,5.4098448015857095
-itaet,49,0.0625,678,94,5.396895007328844
-itaet,50,1.0,10837,168,5.5039516873689776
-itaet,50,0.5,5419,154,5.473890535158937
-itaet,50,0.25,2710,133,5.480772908011979
-itaet,50,0.125,1355,115,5.415490239174606
-itaet,50,0.0625,678,100,5.34298149246051
-itaet,51,1.0,10837,168,5.5039516873689776
-itaet,51,0.5,5419,154,5.520404567046805
-itaet,51,0.25,2710,140,5.450994265110619
-itaet,51,0.125,1355,115,5.496264222052046
-itaet,51,0.0625,678,101,5.244253811057049
-itaet,52,1.0,10837,168,5.5039516873689776
-itaet,52,0.5,5419,158,5.494415706031553
-itaet,52,0.25,2710,132,5.4039288520086535
-itaet,52,0.125,1355,112,5.291973990045819
-itaet,52,0.0625,678,96,5.276231380964277
-itaet,53,1.0,10837,168,5.5039516873689776
-itaet,53,0.5,5419,151,5.465663809852459
-itaet,53,0.25,2710,137,5.482663769548035
-itaet,53,0.125,1355,116,5.306499818353364
-itaet,53,0.0625,678,97,5.375208474508362
-itaet,54,1.0,10837,168,5.5039516873689776
-itaet,54,0.5,5419,148,5.464926027114068
-itaet,54,0.25,2710,137,5.402540236468772
-itaet,54,0.125,1355,121,5.4240925442594
-itaet,54,0.0625,678,99,5.440101513730258
-itaet,55,1.0,10837,168,5.5039516873689776
-itaet,55,0.5,5419,157,5.495492994205749
-itaet,55,0.25,2710,127,5.363853021601014
-itaet,55,0.125,1355,121,5.41690626129589
-itaet,55,0.0625,678,96,5.329849174509327
-itaet,56,1.0,10837,168,5.5039516873689776
-itaet,56,0.5,5419,156,5.522613469381643
-itaet,56,0.25,2710,142,5.44236418066917
-itaet,56,0.125,1355,110,5.406060835641374
-itaet,56,0.0625,678,102,5.3567878932216715
-itaet,57,1.0,10837,168,5.5039516873689776
-itaet,57,0.5,5419,151,5.534530912173253
-itaet,57,0.25,2710,135,5.413661114186258
-itaet,57,0.125,1355,115,5.4479201957358265
-itaet,57,0.0625,678,87,5.2608219355605685
-itaet,58,1.0,10837,168,5.5039516873689776
-itaet,58,0.5,5419,157,5.472303432664088
-itaet,58,0.25,2710,132,5.4956515908933445
-itaet,58,0.125,1355,114,5.447459439041439
-itaet,58,0.0625,678,98,5.303683551552187
-itaet,59,1.0,10837,168,5.5039516873689776
-itaet,59,0.5,5419,156,5.512829532522982
-itaet,59,0.25,2710,138,5.4733382473803935
-itaet,59,0.125,1355,120,5.3869064569494824
-itaet,59,0.0625,678,97,5.326048203924595
-itaet,60,1.0,10837,168,5.5039516873689776
-itaet,60,0.5,5419,158,5.478384863688215
-itaet,60,0.25,2710,133,5.447882397122343
-itaet,60,0.125,1355,126,5.434083500198102
-itaet,60,0.0625,678,107,5.504871066831029
-itaet,61,1.0,10837,168,5.5039516873689776
-itaet,61,0.5,5419,147,5.48872580616076
-itaet,61,0.25,2710,131,5.465241137350424
-itaet,61,0.125,1355,117,5.3996059700017485
-itaet,61,0.0625,678,98,5.271630673088598
-itaet,62,1.0,10837,168,5.5039516873689776
-itaet,62,0.5,5419,153,5.504791125039729
-itaet,62,0.25,2710,139,5.448921180374785
-itaet,62,0.125,1355,128,5.550195742008473
-itaet,62,0.0625,678,97,5.267712273960153
-itaet,63,1.0,10837,168,5.5039516873689776
-itaet,63,0.5,5419,157,5.529634503539439
-itaet,63,0.25,2710,137,5.469576622780365
-itaet,63,0.125,1355,114,5.384314749927763
-itaet,63,0.0625,678,101,5.396881251316489
-itaet,64,1.0,10837,168,5.5039516873689776
-itaet,64,0.5,5419,155,5.516758438642234
-itaet,64,0.25,2710,139,5.477937188849705
-itaet,64,0.125,1355,116,5.388377393496328
-itaet,64,0.0625,678,97,5.318330915428665
-itaet,65,1.0,10837,168,5.5039516873689776
-itaet,65,0.5,5419,154,5.5050214377705124
-itaet,65,0.25,2710,139,5.513502790947864
-itaet,65,0.125,1355,115,5.401487789190241
-itaet,65,0.0625,678,94,5.227898906303749
-itaet,66,1.0,10837,168,5.5039516873689776
-itaet,66,0.5,5419,158,5.536573420917524
-itaet,66,0.25,2710,136,5.5353558403265515
-itaet,66,0.125,1355,120,5.443847298469629
-itaet,66,0.0625,678,101,5.331725038190548
-itaet,67,1.0,10837,168,5.5039516873689776
-itaet,67,0.5,5419,152,5.497473737082492
-itaet,67,0.25,2710,137,5.5229491850246974
-itaet,67,0.125,1355,114,5.34442739050767
-itaet,67,0.0625,678,101,5.4540892429376155
-itaet,68,1.0,10837,168,5.5039516873689776
-itaet,68,0.5,5419,153,5.452123601702101
-itaet,68,0.25,2710,141,5.476449148202329
-itaet,68,0.125,1355,123,5.484539857948319
-itaet,68,0.0625,678,98,5.310208959506116
-itaet,69,1.0,10837,168,5.5039516873689776
-itaet,69,0.5,5419,152,5.467307655697208
-itaet,69,0.25,2710,135,5.457765291625459
-itaet,69,0.125,1355,111,5.428860264995855
-itaet,69,0.0625,678,97,5.349194177478424
-itaet,70,1.0,10837,168,5.5039516873689776
-itaet,70,0.5,5419,156,5.499252537558592
-itaet,70,0.25,2710,133,5.470488329907881
-itaet,70,0.125,1355,118,5.362989882020915
-itaet,70,0.0625,678,96,5.277596595858402
-itaet,71,1.0,10837,168,5.5039516873689776
-itaet,71,0.5,5419,155,5.509877856383948
-itaet,71,0.25,2710,137,5.481576419553743
-itaet,71,0.125,1355,118,5.408461103612407
-itaet,71,0.0625,678,97,5.29282613350674
-itaet,72,1.0,10837,168,5.5039516873689776
-itaet,72,0.5,5419,148,5.44097552817312
-itaet,72,0.25,2710,144,5.504683154177286
-itaet,72,0.125,1355,116,5.444421245512578
-itaet,72,0.0625,678,100,5.391282660522309
-itaet,73,1.0,10837,168,5.5039516873689776
-itaet,73,0.5,5419,147,5.481275236360605
-itaet,73,0.25,2710,135,5.521783259901207
-itaet,73,0.125,1355,107,5.467318737497692
-itaet,73,0.0625,678,103,5.267251431989009
-itaet,74,1.0,10837,168,5.5039516873689776
-itaet,74,0.5,5419,151,5.43103501397782
-itaet,74,0.25,2710,134,5.418393829720066
-itaet,74,0.125,1355,114,5.426488618990487
-itaet,74,0.0625,678,98,5.291889609457233
-itaet,75,1.0,10837,168,5.5039516873689776
-itaet,75,0.5,5419,148,5.467125444580819
-itaet,75,0.25,2710,135,5.4487867404286305
-itaet,75,0.125,1355,116,5.381360473616548
-itaet,75,0.0625,678,105,5.436867784944452
-itaet,76,1.0,10837,168,5.5039516873689776
-itaet,76,0.5,5419,156,5.5229297645234965
-itaet,76,0.25,2710,140,5.485025580399523
-itaet,76,0.125,1355,115,5.456610554917288
-itaet,76,0.0625,678,88,5.284126826026491
-itaet,77,1.0,10837,168,5.5039516873689776
-itaet,77,0.5,5419,153,5.525457726417929
-itaet,77,0.25,2710,140,5.4971913842735045
-itaet,77,0.125,1355,119,5.453293865168803
-itaet,77,0.0625,678,98,5.422210990191099
-itaet,78,1.0,10837,168,5.5039516873689776
-itaet,78,0.5,5419,149,5.479743766790677
-itaet,78,0.25,2710,133,5.481582581801215
-itaet,78,0.125,1355,114,5.34758996962965
-itaet,78,0.0625,678,98,5.380567058281643
-itaet,79,1.0,10837,168,5.5039516873689776
-itaet,79,0.5,5419,151,5.481836488995841
-itaet,79,0.25,2710,132,5.498231144038016
-itaet,79,0.125,1355,126,5.496692248013465
-itaet,79,0.0625,678,96,5.318810256109615
-itaet,80,1.0,10837,168,5.5039516873689776
-itaet,80,0.5,5419,154,5.506843253870683
-itaet,80,0.25,2710,138,5.5107410104083066
-itaet,80,0.125,1355,114,5.443510327404024
-itaet,80,0.0625,678,98,5.406386549268254
-itaet,81,1.0,10837,168,5.5039516873689776
-itaet,81,0.5,5419,154,5.4857020450263745
-itaet,81,0.25,2710,134,5.442750610301631
-itaet,81,0.125,1355,121,5.507216625874013
-itaet,81,0.0625,678,97,5.364470004528996
-itaet,82,1.0,10837,168,5.5039516873689776
-itaet,82,0.5,5419,156,5.494324763264082
-itaet,82,0.25,2710,136,5.483068507635698
-itaet,82,0.125,1355,125,5.545708141471738
-itaet,82,0.0625,678,99,5.44294954820607
-itaet,83,1.0,10837,168,5.5039516873689776
-itaet,83,0.5,5419,151,5.504577120607396
-itaet,83,0.25,2710,136,5.4647930724133476
-itaet,83,0.125,1355,120,5.468046125864814
-itaet,83,0.0625,678,98,5.290144850892815
-itaet,84,1.0,10837,168,5.5039516873689776
-itaet,84,0.5,5419,153,5.49824565379865
-itaet,84,0.25,2710,136,5.473478505183493
-itaet,84,0.125,1355,115,5.4189720072822185
-itaet,84,0.0625,678,99,5.351616616231248
-itaet,85,1.0,10837,168,5.5039516873689776
-itaet,85,0.5,5419,156,5.494559495677997
-itaet,85,0.25,2710,140,5.51600631468094
-itaet,85,0.125,1355,128,5.467885098429454
-itaet,85,0.0625,678,101,5.395763104276329
-itaet,86,1.0,10837,168,5.5039516873689776
-itaet,86,0.5,5419,159,5.5142522191036685
-itaet,86,0.25,2710,137,5.394298050504235
-itaet,86,0.125,1355,108,5.418915874894663
-itaet,86,0.0625,678,95,5.4061645924288575
-itaet,87,1.0,10837,168,5.5039516873689776
-itaet,87,0.5,5419,153,5.462889252247809
-itaet,87,0.25,2710,138,5.458763577480068
-itaet,87,0.125,1355,120,5.475155281006055
-itaet,87,0.0625,678,99,5.4421770820338216
-itaet,88,1.0,10837,168,5.5039516873689776
-itaet,88,0.5,5419,157,5.499621889649478
-itaet,88,0.25,2710,141,5.464907672539146
-itaet,88,0.125,1355,116,5.39380501336937
-itaet,88,0.0625,678,101,5.335050015066523
-itaet,89,1.0,10837,168,5.5039516873689776
-itaet,89,0.5,5419,150,5.484568675557038
-itaet,89,0.25,2710,141,5.4712515639184
-itaet,89,0.125,1355,122,5.492472652991088
-itaet,89,0.0625,678,93,5.202481322532343
-itaet,90,1.0,10837,168,5.5039516873689776
-itaet,90,0.5,5419,154,5.517736590605249
-itaet,90,0.25,2710,137,5.462704112535579
-itaet,90,0.125,1355,123,5.440987000024596
-itaet,90,0.0625,678,99,5.368592844987916
-itaet,91,1.0,10837,168,5.5039516873689776
-itaet,91,0.5,5419,155,5.508795867135053
-itaet,91,0.25,2710,137,5.466653139554996
-itaet,91,0.125,1355,119,5.355778347783553
-itaet,91,0.0625,678,99,5.227734170997846
-itaet,92,1.0,10837,168,5.5039516873689776
-itaet,92,0.5,5419,154,5.4931966545994815
-itaet,92,0.25,2710,136,5.48078537582294
-itaet,92,0.125,1355,125,5.415070331391169
-itaet,92,0.0625,678,93,5.23183397083726
-itaet,93,1.0,10837,168,5.5039516873689776
-itaet,93,0.5,5419,155,5.48892944178224
-itaet,93,0.25,2710,134,5.405866489416237
-itaet,93,0.125,1355,124,5.344776908537046
-itaet,93,0.0625,678,110,5.4770296115417265
-itaet,94,1.0,10837,168,5.5039516873689776
-itaet,94,0.5,5419,155,5.489910993265055
-itaet,94,0.25,2710,132,5.465034188373139
-itaet,94,0.125,1355,116,5.365798522267812
-itaet,94,0.0625,678,93,5.206869357939577
-itaet,95,1.0,10837,168,5.5039516873689776
-itaet,95,0.5,5419,153,5.483230572387402
-itaet,95,0.25,2710,140,5.454684434765212
-itaet,95,0.125,1355,115,5.487102473244799
-itaet,95,0.0625,678,96,5.285295036183905
-itaet,96,1.0,10837,168,5.5039516873689776
-itaet,96,0.5,5419,150,5.494156415644375
-itaet,96,0.25,2710,130,5.384282173729885
-itaet,96,0.125,1355,115,5.386797226338782
-itaet,96,0.0625,678,100,5.38812551927317
-itaet,97,1.0,10837,168,5.5039516873689776
-itaet,97,0.5,5419,154,5.4890467469558075
-itaet,97,0.25,2710,133,5.409859127997868
-itaet,97,0.125,1355,125,5.471367721211041
-itaet,97,0.0625,678,98,5.37495135606735
-itaet,98,1.0,10837,168,5.5039516873689776
-itaet,98,0.5,5419,149,5.515618462119054
-itaet,98,0.25,2710,137,5.434327273287448
-itaet,98,0.125,1355,117,5.380045395094928
-itaet,98,0.0625,678,99,5.2378621183002405
-itaet,99,1.0,10837,168,5.5039516873689776
-itaet,99,0.5,5419,153,5.524451099106786
-itaet,99,0.25,2710,141,5.422392545043779
-itaet,99,0.125,1355,119,5.35801890737335
-itaet,99,0.0625,678,99,5.333304669610193
-itaet,100,1.0,10837,168,5.5039516873689776
-itaet,100,0.5,5419,146,5.496846481408914
-itaet,100,0.25,2710,139,5.452824984722403
-itaet,100,0.125,1355,116,5.473080217803975
-itaet,100,0.0625,678,96,5.403746806508647
-iteur,1,1.0,501,3,0.07358774697041859
-iteur,1,0.5,251,2,0.0374954616578566
-iteur,1,0.25,126,3,0.22882879108058637
-iteur,1,0.125,63,1,0.0
-iteur,1,0.0625,32,1,0.0
-iteur,2,1.0,501,3,0.07358774697041859
-iteur,2,0.5,251,3,0.10444919149680763
-iteur,2,0.25,126,2,0.0667796410970523
-iteur,2,0.125,63,1,0.0
-iteur,2,0.0625,32,2,0.20062232431271465
-iteur,3,1.0,501,3,0.07358774697041859
-iteur,3,0.5,251,3,0.10444919149680763
-iteur,3,0.25,126,2,0.11759466565886476
-iteur,3,0.125,63,1,0.0
-iteur,3,0.0625,32,2,0.20062232431271465
-iteur,4,1.0,501,3,0.07358774697041859
-iteur,4,0.5,251,3,0.10444919149680763
-iteur,4,0.25,126,2,0.0667796410970523
-iteur,4,0.125,63,1,0.0
-iteur,4,0.0625,32,1,0.0
-iteur,5,1.0,501,3,0.07358774697041859
-iteur,5,0.5,251,3,0.07496793209837296
-iteur,5,0.25,126,3,0.13346768153188063
-iteur,5,0.125,63,1,0.0
-iteur,5,0.0625,32,1,0.0
-iteur,6,1.0,501,3,0.07358774697041859
-iteur,6,0.5,251,2,0.06699980460833313
-iteur,6,0.25,126,1,0.0
-iteur,6,0.125,63,1,0.0
-iteur,6,0.0625,32,3,0.3997900666170139
-iteur,7,1.0,501,3,0.07358774697041859
-iteur,7,0.5,251,2,0.06699980460833313
-iteur,7,0.25,126,1,0.0
-iteur,7,0.125,63,1,0.0
-iteur,7,0.0625,32,1,0.0
-iteur,8,1.0,501,3,0.07358774697041859
-iteur,8,0.5,251,2,0.0374954616578566
-iteur,8,0.25,126,2,0.0667796410970523
-iteur,8,0.125,63,2,0.2030739299866456
-iteur,8,0.0625,32,2,0.20062232431271465
-iteur,9,1.0,501,3,0.07358774697041859
-iteur,9,0.5,251,2,0.06699980460833313
-iteur,9,0.25,126,2,0.0667796410970523
-iteur,9,0.125,63,1,0.0
-iteur,9,0.0625,32,1,0.0
-iteur,10,1.0,501,3,0.07358774697041859
-iteur,10,0.5,251,3,0.10444919149680763
-iteur,10,0.25,126,3,0.18419036670049982
-iteur,10,0.125,63,1,0.0
-iteur,10,0.0625,32,1,0.0
-iteur,11,1.0,501,3,0.07358774697041859
-iteur,11,0.5,251,2,0.06699980460833313
-iteur,11,0.25,126,3,0.13346768153188063
-iteur,11,0.125,63,2,0.11759466565886476
-iteur,11,0.0625,32,1,0.0
-iteur,12,1.0,501,3,0.07358774697041859
-iteur,12,0.5,251,2,0.06699980460833313
-iteur,12,0.25,126,2,0.1623261801753929
-iteur,12,0.125,63,2,0.2030739299866456
-iteur,12,0.0625,32,1,0.0
-iteur,13,1.0,501,3,0.07358774697041859
-iteur,13,0.5,251,2,0.06699980460833313
-iteur,13,0.25,126,1,0.0
-iteur,13,0.125,63,2,0.11759466565886476
-iteur,13,0.0625,32,1,0.0
-iteur,14,1.0,501,3,0.07358774697041859
-iteur,14,0.5,251,1,0.0
-iteur,14,0.25,126,1,0.0
-iteur,14,0.125,63,1,0.0
-iteur,14,0.0625,32,1,0.0
-iteur,15,1.0,501,3,0.07358774697041859
-iteur,15,0.5,251,2,0.0374954616578566
-iteur,15,0.25,126,1,0.0
-iteur,15,0.125,63,1,0.0
-iteur,15,0.0625,32,1,0.0
-iteur,16,1.0,501,3,0.07358774697041859
-iteur,16,0.5,251,2,0.0374954616578566
-iteur,16,0.25,126,2,0.11759466565886476
-iteur,16,0.125,63,2,0.11759466565886476
-iteur,16,0.0625,32,2,0.20062232431271465
-iteur,17,1.0,501,3,0.07358774697041859
-iteur,17,0.5,251,3,0.10444919149680763
-iteur,17,0.25,126,2,0.0667796410970523
-iteur,17,0.125,63,1,0.0
-iteur,17,0.0625,32,1,0.0
-iteur,18,1.0,501,3,0.07358774697041859
-iteur,18,0.5,251,3,0.10444919149680763
-iteur,18,0.25,126,2,0.0667796410970523
-iteur,18,0.125,63,1,0.0
-iteur,18,0.0625,32,1,0.0
-iteur,19,1.0,501,3,0.07358774697041859
-iteur,19,0.5,251,2,0.06699980460833313
-iteur,19,0.25,126,1,0.0
-iteur,19,0.125,63,1,0.0
-iteur,19,0.0625,32,1,0.0
-iteur,20,1.0,501,3,0.07358774697041859
-iteur,20,0.5,251,1,0.0
-iteur,20,0.25,126,1,0.0
-iteur,20,0.125,63,2,0.11759466565886476
-iteur,20,0.0625,32,1,0.0
-iteur,21,1.0,501,3,0.07358774697041859
-iteur,21,0.5,251,3,0.10444919149680763
-iteur,21,0.25,126,3,0.18419036670049982
-iteur,21,0.125,63,1,0.0
-iteur,21,0.0625,32,1,0.0
-iteur,22,1.0,501,3,0.07358774697041859
-iteur,22,0.5,251,3,0.10444919149680763
-iteur,22,0.25,126,1,0.0
-iteur,22,0.125,63,2,0.11759466565886476
-iteur,22,0.0625,32,1,0.0
-iteur,23,1.0,501,3,0.07358774697041859
-iteur,23,0.5,251,3,0.10444919149680763
-iteur,23,0.25,126,2,0.0667796410970523
-iteur,23,0.125,63,2,0.11759466565886476
-iteur,23,0.0625,32,1,0.0
-iteur,24,1.0,501,3,0.07358774697041859
-iteur,24,0.5,251,3,0.10444919149680763
-iteur,24,0.25,126,2,0.11759466565886476
-iteur,24,0.125,63,1,0.0
-iteur,24,0.0625,32,1,0.0
-iteur,25,1.0,501,3,0.07358774697041859
-iteur,25,0.5,251,3,0.07496793209837296
-iteur,25,0.25,126,3,0.13346768153188063
-iteur,25,0.125,63,1,0.0
-iteur,25,0.0625,32,1,0.0
-iteur,26,1.0,501,3,0.07358774697041859
-iteur,26,0.5,251,3,0.10444919149680763
-iteur,26,0.25,126,2,0.11759466565886476
-iteur,26,0.125,63,2,0.11759466565886476
-iteur,26,0.0625,32,1,0.0
-iteur,27,1.0,501,3,0.07358774697041859
-iteur,27,0.5,251,3,0.10444919149680763
-iteur,27,0.25,126,1,0.0
-iteur,27,0.125,63,3,0.23481996173267736
-iteur,27,0.0625,32,1,0.0
-iteur,28,1.0,501,3,0.07358774697041859
-iteur,28,0.5,251,3,0.10444919149680763
-iteur,28,0.25,126,1,0.0
-iteur,28,0.125,63,3,0.23481996173267736
-iteur,28,0.0625,32,1,0.0
-iteur,29,1.0,501,3,0.07358774697041859
-iteur,29,0.5,251,2,0.06699980460833313
-iteur,29,0.25,126,1,0.0
-iteur,29,0.125,63,2,0.11759466565886476
-iteur,29,0.0625,32,1,0.0
-iteur,30,1.0,501,3,0.07358774697041859
-iteur,30,0.5,251,2,0.0374954616578566
-iteur,30,0.25,126,2,0.0667796410970523
-iteur,30,0.125,63,1,0.0
-iteur,30,0.0625,32,1,0.0
-iteur,31,1.0,501,3,0.07358774697041859
-iteur,31,0.5,251,3,0.10444919149680763
-iteur,31,0.25,126,3,0.13346768153188063
-iteur,31,0.125,63,1,0.0
-iteur,31,0.0625,32,1,0.0
-iteur,32,1.0,501,3,0.07358774697041859
-iteur,32,0.5,251,2,0.0374954616578566
-iteur,32,0.25,126,1,0.0
-iteur,32,0.125,63,2,0.11759466565886476
-iteur,32,0.0625,32,1,0.0
-iteur,33,1.0,501,3,0.07358774697041859
-iteur,33,0.5,251,2,0.0374954616578566
-iteur,33,0.25,126,2,0.11759466565886476
-iteur,33,0.125,63,1,0.0
-iteur,33,0.0625,32,1,0.0
-iteur,34,1.0,501,3,0.07358774697041859
-iteur,34,0.5,251,1,0.0
-iteur,34,0.25,126,3,0.13346768153188063
-iteur,34,0.125,63,1,0.0
-iteur,34,0.0625,32,2,0.3372900666170139
-iteur,35,1.0,501,3,0.07358774697041859
-iteur,35,0.5,251,2,0.0374954616578566
-iteur,35,0.25,126,2,0.11759466565886476
-iteur,35,0.125,63,1,0.0
-iteur,35,0.0625,32,1,0.0
-iteur,36,1.0,501,3,0.07358774697041859
-iteur,36,0.5,251,2,0.06699980460833313
-iteur,36,0.25,126,3,0.13346768153188063
-iteur,36,0.125,63,1,0.0
-iteur,36,0.0625,32,1,0.0
-iteur,37,1.0,501,3,0.07358774697041859
-iteur,37,0.5,251,3,0.10444919149680763
-iteur,37,0.25,126,2,0.0667796410970523
-iteur,37,0.125,63,1,0.0
-iteur,37,0.0625,32,2,0.20062232431271465
-iteur,38,1.0,501,3,0.07358774697041859
-iteur,38,0.5,251,2,0.0374954616578566
-iteur,38,0.25,126,2,0.0667796410970523
-iteur,38,0.125,63,1,0.0
-iteur,38,0.0625,32,1,0.0
-iteur,39,1.0,501,3,0.07358774697041859
-iteur,39,0.5,251,2,0.06699980460833313
-iteur,39,0.25,126,3,0.13346768153188063
-iteur,39,0.125,63,2,0.11759466565886476
-iteur,39,0.0625,32,1,0.0
-iteur,40,1.0,501,3,0.07358774697041859
-iteur,40,0.5,251,1,0.0
-iteur,40,0.25,126,3,0.13346768153188063
-iteur,40,0.125,63,2,0.11759466565886476
-iteur,40,0.0625,32,2,0.20062232431271465
-iteur,41,1.0,501,3,0.07358774697041859
-iteur,41,0.5,251,1,0.0
-iteur,41,0.25,126,2,0.0667796410970523
-iteur,41,0.125,63,2,0.11759466565886476
-iteur,41,0.0625,32,1,0.0
-iteur,42,1.0,501,3,0.07358774697041859
-iteur,42,0.5,251,3,0.10444919149680763
-iteur,42,0.25,126,1,0.0
-iteur,42,0.125,63,2,0.2030739299866456
-iteur,42,0.0625,32,1,0.0
-iteur,43,1.0,501,3,0.07358774697041859
-iteur,43,0.5,251,3,0.07496793209837296
-iteur,43,0.25,126,1,0.0
-iteur,43,0.125,63,1,0.0
-iteur,43,0.0625,32,1,0.0
-iteur,44,1.0,501,3,0.07358774697041859
-iteur,44,0.5,251,2,0.0374954616578566
-iteur,44,0.25,126,3,0.18419036670049982
-iteur,44,0.125,63,2,0.11759466565886476
-iteur,44,0.0625,32,2,0.20062232431271465
-iteur,45,1.0,501,3,0.07358774697041859
-iteur,45,0.5,251,2,0.06699980460833313
-iteur,45,0.25,126,2,0.0667796410970523
-iteur,45,0.125,63,2,0.11759466565886476
-iteur,45,0.0625,32,1,0.0
-iteur,46,1.0,501,3,0.07358774697041859
-iteur,46,0.5,251,3,0.10444919149680763
-iteur,46,0.25,126,2,0.11759466565886476
-iteur,46,0.125,63,1,0.0
-iteur,46,0.0625,32,1,0.0
-iteur,47,1.0,501,3,0.07358774697041859
-iteur,47,0.5,251,2,0.0374954616578566
-iteur,47,0.25,126,1,0.0
-iteur,47,0.125,63,1,0.0
-iteur,47,0.0625,32,1,0.0
-iteur,48,1.0,501,3,0.07358774697041859
-iteur,48,0.5,251,3,0.10444919149680763
-iteur,48,0.25,126,2,0.0667796410970523
-iteur,48,0.125,63,1,0.0
-iteur,48,0.0625,32,1,0.0
-iteur,49,1.0,501,3,0.07358774697041859
-iteur,49,0.5,251,2,0.06699980460833313
-iteur,49,0.25,126,3,0.13346768153188063
-iteur,49,0.125,63,1,0.0
-iteur,49,0.0625,32,1,0.0
-iteur,50,1.0,501,3,0.07358774697041859
-iteur,50,0.5,251,3,0.10444919149680763
-iteur,50,0.25,126,2,0.0667796410970523
-iteur,50,0.125,63,3,0.3199238006981528
-iteur,50,0.0625,32,1,0.0
-iteur,51,1.0,501,3,0.07358774697041859
-iteur,51,0.5,251,2,0.09347354407782968
-iteur,51,0.25,126,2,0.0667796410970523
-iteur,51,0.125,63,1,0.0
-iteur,51,0.0625,32,2,0.20062232431271465
-iteur,52,1.0,501,3,0.07358774697041859
-iteur,52,0.5,251,3,0.07496793209837296
-iteur,52,0.25,126,1,0.0
-iteur,52,0.125,63,1,0.0
-iteur,52,0.0625,32,1,0.0
-iteur,53,1.0,501,3,0.07358774697041859
-iteur,53,0.5,251,3,0.07496793209837296
-iteur,53,0.25,126,2,0.0667796410970523
-iteur,53,0.125,63,1,0.0
-iteur,53,0.0625,32,1,0.0
-iteur,54,1.0,501,3,0.07358774697041859
-iteur,54,0.5,251,2,0.0374954616578566
-iteur,54,0.25,126,2,0.0667796410970523
-iteur,54,0.125,63,1,0.0
-iteur,54,0.0625,32,1,0.0
-iteur,55,1.0,501,3,0.07358774697041859
-iteur,55,0.5,251,2,0.06699980460833313
-iteur,55,0.25,126,1,0.0
-iteur,55,0.125,63,1,0.0
-iteur,55,0.0625,32,1,0.0
-iteur,56,1.0,501,3,0.07358774697041859
-iteur,56,0.5,251,3,0.07496793209837296
-iteur,56,0.25,126,3,0.13346768153188063
-iteur,56,0.125,63,1,0.0
-iteur,56,0.0625,32,1,0.0
-iteur,57,1.0,501,3,0.07358774697041859
-iteur,57,0.5,251,2,0.0374954616578566
-iteur,57,0.25,126,1,0.0
-iteur,57,0.125,63,2,0.11759466565886476
-iteur,57,0.0625,32,1,0.0
-iteur,58,1.0,501,3,0.07358774697041859
-iteur,58,0.5,251,2,0.0374954616578566
-iteur,58,0.25,126,2,0.0667796410970523
-iteur,58,0.125,63,1,0.0
-iteur,58,0.0625,32,1,0.0
-iteur,59,1.0,501,3,0.07358774697041859
-iteur,59,0.5,251,2,0.0374954616578566
-iteur,59,0.25,126,2,0.0667796410970523
-iteur,59,0.125,63,3,0.23481996173267736
-iteur,59,0.0625,32,2,0.20062232431271465
-iteur,60,1.0,501,3,0.07358774697041859
-iteur,60,0.5,251,2,0.09347354407782968
-iteur,60,0.25,126,2,0.0667796410970523
-iteur,60,0.125,63,1,0.0
